"caseids","content"
3618511,"今年入春以来，乐平地区连续遭遇暴雨天气，市区乐平至涌山路面、乐涌公路种牡缆烦鱿至瞬煌潭鹊仄扑�.翻浆.车一过就污水四溅现象严重，市民出行受到极大影响.这么多道路的翻浆现象，给市民出行带来了不少麻烦。.乐涌公路该工程项目是江西省“十纵十横”干线公路网的第二纵省道S205汪湖至乌石公路的涌山至乐平段，沿线还设有大型水泥厂矿等工业，是景德镇市南部山区的重要煤运交通要道。因遭受年初冰冻灾害，致使该路段路面严重破坏，运营能力明显降低，存在较严重交通安全隐患。导致过往货车频频翻车，希望市政府和主管部门能够重视.这将恢复并提高该路段的公路运营能力和服务水平，降低交通事故，产生良好的社会和经济效益。同时，对发送景德镇公路网现状及加强公路辐射作用具有十分重要的意义...希望省领导能够重视老百姓的出行问题。"
3618514,"江西省委.省政府的领导们。您们好。您们辛苦啦我们江西农民感谢您们。谢谢......我来自江西省余干县江埠乡龟山村一个农民的家庭，对于农民我比较了解和比较清楚因为我是在农村长大的农村青年。今年底又到了选举村干部的时候啦。而在我们的农村可能还是哪些老的腐败的村干部当选因为他们会拉很多很多的票，就像在我的老家龟山村一样，他们哪些老的村干部从来就没有为我们农民做过一件实实在在的事情啊，您们可以去我的家乡看看，了解情况，实地考察可以吗？我涂少华代表村民们谢谢您们.....而我们一些有志的农村青年就是没有这个机会，希望您们有权利的省委.省政府的领导干部给我们一次机会.给我们3年的时间.给我们一个发展的平台可以吗？愿我们可爱的江西越来越美好越来越美丽......13685748702."
3618516,"尊敬的书记：你好我是黎川县龙安镇宋州村小组村民，在我村村尾两河交界“双港口”处有一采沙船不安规定对我村用地进行开采，这是对我村的水田流失照成严重的危害，我村村民多次反映，但无人过问却了无因信，请书记大人为我们做主啊！！！！！!!!!!!!!!!"
3618517,"我是南昌市南昌县广福镇杨家村的村民，请党和国家领导人为我做主。事情是这样的：2010年我村修路，征用我家田地，到现在一直未予补偿，现在我家门前的道路拓宽，却要我交钱集资，我觉得极不合理。更让我气愤的是，我村村长还把他家的化粪池建在我的宅基地内，造成我无法建房，这不是明显欺负人吗？这样的人怎么能做村长？我找他多次理论，要求拆除化粪池，他不但不理，还殴打我，同时还打砸我家，造成房屋损坏。我相信政府是老百姓的政府，请求政府予以协调解决，公正处理，否则，矛盾激化，两家族械斗一触即发，后果不堪设想。"
3618518,"本人多次向有关部门反映信丰三中七年级有多名学生辍学的问题，但问题都没有解决，信丰三中只是做了一下表面工作，没有做好这项工作，截止2011年3月底七年级还没有一名辍学学生重返校园，这样的工作成果情何以堪？我也知道要全部辍学生重返校园确实很难，但最起码也要大部分重返校园，而现在却没有一个重返校园，这确实悲哀!七年级就有多名学生辍学确实不应该！作为一名普通的人民教师，看到这样的现象确实很心痛，国家已经为义务教育投入了巨资，经费完全能保证全部学生就学，当未成年学生流入社会，必然也会引发很多的社会问题。更深层次的悲哀是学校其实不重视辍学生问题，每次上级要求要做好劝学工作，学校只是应付了事，劝学效果极差。为什么会这样呢？因为上级主管部门看重的只是教学质量，而对辍学问题却并不是非常重视。事实上对于有众多辍学学生的学校应该对校长进行问责，这样一来校长就有积极性去做好这项工作，辍学学生一定会大幅减少！为什么现在免学费都有许多学生要辍学呢？学校其实是负有相当责任的。希望信丰的教育部门要认识到义务教育不是办精英教育，而是要办全民教育，办人民满意教育，事关国家的民生大计，我们没有理由办不好!信丰三中一个城区学校就有这么多学生辍学，那乡镇学校情况岂不是更糟？希望辍学问题引起苏书记的重视，我也会一直监督下去，尽一名人民教师的微薄之力！希望辍学学生重返校园！"
3618522,"书记您好！我是赣州市章贡区沙石镇吉埠村村民，国家征用土地每亩金额补偿是多少？为什么同在一个地区土地每亩金额补偿都不一样？还有，国家征用土地不是有余留地返还吗。为什么我们村没有？难道这些村干部想贪污？国家既然有这个政策给我们老百姓为什么当地政府不给我们？以后我们都是要靠这些余留地吃饭啊！还请书记关注这些问题，我代表村民们谢谢您！"
3618526,"苏书记您好：我们是抚州市临川区上顿渡镇城东村程家山小组村民。我们村有几户村民在没有申请建房，也没有相关部门批准手续下，强制占领集体土地建私房。此土地原是村集体租赁给预制厂的土地，每年有一万元左右的租金收入，能为村民交纳医保金和支付村里的零星开支，给村民减轻负担。而十几天前这几户村民在没有通过全体村民的商议下，把租预制厂的人赶走了，然后趁晚上村民都睡觉的时候，用挖土机挖沟强占土地建私房。之后有村民到村委会和镇政府反映，并且镇政府几次派工作人员到现场协调处理此事，而这几户村民置之不理，继续施工，而且他们的建房面积超标，村民意见很大。为此恳请苏书记速派相关部门人员进行调查处理，我们村全体百姓期待上级的快速答复。"
3618527,"苏荣书记：您好！我来自一个边远的山区农民，九江市彭泽县马当镇利山村一组，在新中国成立以来，我们那里一是没有通电，又不通车路，而是在九十年代末经过群众努力只是通上电当时按电费用十多万，都是群众自掏腰包，没有向国家和正府要一分钱，而现在群众最关心，最需要解决的是一条四公里小山路不能通车，我省前几年就提倡村村通公路（水泥）而我们连一条泥路都没有，给群众生活带来及大的不方便，而我们村书记和村长的家门口政府都能帮他们修上水泥路，难道政府就不能帮我们修一条能通车的泥路吗？我们也有向市长热线和市民声通道反映过都没有得到解决和回复，我在此希望苏荣书记在百忙之中给予解决和调查，我代表全村人民谢谢您！"
3618534,"苏荣同志：你好！从长春来江西陪老父亲在医院已经三年多了。期间本想就老父亲所在单位和医院，未按政策给予正常治疗等有关问题给你留言，考虑到一个省委书记工作的繁忙，还是先同省市有关主管部门反映沟通，目前已基本解决了医疗保障问题。今天不得不留言，是为一个8岁的小病友。这位小朋友是江西玉山农村的小孩，患有非常严重的先天性心脏病，曾前往上海医院治疗，但因无法承担七八万的手术费，不得不放弃手术治疗，目前这位小朋友病情非常严重。据我知道当前全国很多省都启动了，免费为白血病，先天心脏病儿童治疗的民生工程，不知江西是否也已开展了这项工作。此次留言的目的就是希望您能在百忙之中，让您的秘书或其他同志关注一下这位孩子的治疗。目前该患儿在江西上饶凤凰医院进行保守抢救治疗。急！急！急！白城老乡"
3618536,"书记您好！江西作为林改的试点省份之一，可我们村（江西宜丰县秀溪村）却一直没有进行林权改革。许多年前的退耕还林，我们村报了几百亩土地，载上去的树却没人管理，致使田地荒废，且这些田都是好田，当时那些村官当时就是为了捞钱，所以才以好充次，报退耕还林。如今树没栽树好拿着国家退耕还林和粮食补贴双份的钱，还有发到农民手里的粮食补贴，一亩田可能只能拿到六分田的补贴，这都是以前为了逃税少报田数的结果。这些钱的去处却从来不公开（村务不公开）。陶姓家人捐的款修陶渊明祠堂却成了半拉子工程。村小学建的新楼一天也没用过。这些都让一个普通的村民感到心寒。村里的村长、书记十几年没变，因为村民知道选了也是白选。希望上级部门查清事实，还大家一个公道。"
